Word            Total Cum%    NN    VB    DT  PREP   ADJ    PN    CJ   ADV   QNT   SYM    UH
thease              1  100     1     0     0     0     0     0     0     0     0     0     0
theater-going       1  100     1     0     0     0     0     0     0     0     0     0     0
theatergoer         1  100     1     0     0     0     0     0     0     0     0     0     0
theatergoers        1  100     1     0     0     0     0     0     0     0     0     0     0
theatergoing        1  100     0     0     0     0     1     0     0     0     0     0     0
theatregoer         1  100     1     0     0     0     0     0     0     0     0     0     0
theatres            1  100     1     0     0     0     0     0     0     0     0     0     0
thees               1  100     0     0     1     0     0     0     0     0     0     0     0
thefin              1  100     0     1     0     0     0     0     0     0     0     0     0
thei                1  100     0     0     0     0     0     1     0     0     0     0     0
theistic            1  100     0     0     0     0     1     0     0     0     0     0     0
Thelma's            1  100     1     0     0     0     0     0     0     0     0     0     0
thematic            1  100     0     0     0     0     1     0     0     0     0     0     0
Theocracy           1  100     1     0     0     0     0     0     0     0     0     0     0
Theodor             1  100     1     0     0     0     0     0     0     0     0     0     0
Theodosian          1  100     0     0     0     0     1     0     0     0     0     0     0
Theodosius          1  100     1     0     0     0     0     0     0     0     0     0     0
theologian-philosophers     1  100     1     0     0     0     0     0     0     0     0     0     0
theology's          1  100     1     0     0     0     0     0     0     0     0     0     0
Theon's             1  100     1     0     0     0     0     0     0     0     0     0     0
theoreticians       1  100     1     0     0     0     0     0     0     0     0     0     0
theoriticians       1  100     1     0     0     0     0     0     0     0     0     0     0
theorizing          1  100     1     0     0     0     0     0     0     0     0     0     0
therapies           1  100     1     0     0     0     0     0     0     0     0     0     0
thereabouts         1  100     0     0     0     0     0     0     0     1     0     0     0
therefor            1  100     0     0     0     0     0     0     0     1     0     0     0
therefores          1  100     1     0     0     0     0     0     0     0     0     0     0
thereon             1  100     0     0     0     0     0     0     0     1     0     0     0
thereunder          1  100     0     0     0     0     0     0     0     1     0     0     0
thermally           1  100     0     0     0     0     0     0     0     1     0     0     0
thermistor          1  100     1     0     0     0     0     0     0     0     0     0     0
thermoformed        1  100     0     1     0     0     0     0     0     0     0     0     0
Thermogravimetric     1  100     0     0     0     0     1     0     0     0     0     0     0
thermometric        1  100     0     0     0     0     1     0     0     0     0     0     0
thermopile          1  100     1     0     0     0     0     0     0     0     0     0     0
thermoplastic       1  100     0     0     0     0     1     0     0     0     0     0     0
Thermopylae         1  100     1     0     0     0     0     0     0     0     0     0     0
thermos             1  100     1     0     0     0     0     0     0     0     0     0     0
thermostated        1  100     0     1     0     0     0     0     0     0     0     0     0
thermostatics       1  100     1     0     0     0     0     0     0     0     0     0     0
thermostats         1  100     1     0     0     0     0     0     0     0     0     0     0
thesaurus           1  100     1     0     0     0     0     0     0     0     0     0     0
theses              1  100     1     0     0     0     0     0     0     0     0     0     0
thespians           1  100     1     0     0     0     0     0     0     0     0     0     0
Thevenow            1  100     1     0     0     0     0     0     0     0     0     0     0
thiamin             1  100     1     0     0     0     0     0     0     0     0     0     0
thick-skulled       1  100     0     0     0     0     1     0     0     0     0     0     0
thicken             1  100     0     1     0     0     0     0     0     0     0     0     0
thickeners          1  100     1     0     0     0     0     0     0     0     0     0     0
thickening          1  100     0     1     0     0     0     0     0     0     0     0     0
thickens            1  100     0     1     0     0     0     0     0     0     0     0     0
thickest            1  100     0     0     0     0     1     0     0     0     0     0     0
thicket             1  100     1     0     0     0     0     0     0     0     0     0     0
THIDIU              1  100     1     0     0     0     0     0     0     0     0     0     0
thievin             1  100     0     1     0     0     0     0     0     0     0     0     0
thigh-bone          1  100     1     0     0     0     0     0     0     0     0     0     0
thiihng             1  100     1     0     0     0     0     0     0     0     0     0     0
thills              1  100     1     0     0     0     0     0     0     0     0     0     0
thimble             1  100     1     0     0     0     0     0     0     0     0     0     0
thimble-sized       1  100     0     0     0     0     1     0     0     0     0     0     0
thin-soled          1  100     0     0     0     0     1     0     0     0     0     0     0
thine               1  100     0     0     0     0     1     0     0     0     0     0     0
thinned             1  100     0     1     0     0     0     0     0     0     0     0     0
thinness            1  100     1     0     0     0     0     0     0     0     0     0     0
thiocyanate-perchlorate-fluoro     1  100     1     0     0     0     0     0     0     0     0     0     0
Thiot               1  100     1     0     0     0     0     0     0     0     0     0     0
third-dimensionality     1  100     1     0     0     0     0     0     0     0     0     0     0
third-inning        1  100     1     0     0     0     0     0     0     0     0     0     0
third-rate          1  100     0     0     0     0     1     0     0     0     0     0     0
third-shift         1  100     0     0     0     0     1     0     0     0     0     0     0
third-story         1  100     0     0     0     0     1     0     0     0     0     0     0
Thirdly             1  100     0     0     0     0     0     0     0     1     0     0     0
thirsted            1  100     0     1     0     0     0     0     0     0     0     0     0
thirteenth-century     1  100     0     0     0     0     1     0     0     0     0     0     0
thirtieth           1  100     0     0     0     0     1     0     0     0     0     0     0
thirty-caliber      1  100     0     0     0     0     1     0     0     0     0     0     0
thirty-eight        1  100     0     0     0     0     0     0     0     0     1     0     0
thirty-foot         1  100     0     0     0     0     1     0     0     0     0     0     0
thirty-mile         1  100     0     0     0     0     1     0     0     0     0     0     0
Thirty-ninth        1  100     1     0     0     0     0     0     0     0     0     0     0
thirty-seven        1  100     0     0     0     0     0     0     0     0     1     0     0
thirty-sixth        1  100     0     0     0     0     1     0     0     0     0     0     0
thirty-year         1  100     0     0     0     0     1     0     0     0     0     0     0
thither             1  100     0     0     0     0     0     0     0     1     0     0     0
tho                 1  100     1     0     0     0     0     0     0     0     0     0     0
Thom's              1  100     1     0     0     0     0     0     0     0     0     0     0
thong               1  100     1     0     0     0     0     0     0     0     0     0     0
Thoreau             1  100     1     0     0     0     0     0     0     0     0     0     0
Thoreau's           1  100     1     0     0     0     0     0     0     0     0     0     0
thoriated           1  100     0     1     0     0     0     0     0     0     0     0     0
thorns              1  100     1     0     0     0     0     0     0     0     0     0     0
Thornton            1  100     1     0     0     0     0     0     0     0     0     0     0
Thoroughbred        1  100     1     0     0     0     0     0     0     0     0     0     0
thoroughfares       1  100     1     0     0     0     0     0     0     0     0     0     0
thoroughness        1  100     1     0     0     0     0     0     0     0     0     0     0
Thorstein           1  100     1     0     0     0     0     0     0     0     0     0     0
thoughtfulness      1  100     1     0     0     0     0     0     0     0     0     0     0
thoughtlessly       1  100     0     0     0     0     0     0     0     1     0     0     0
thousand-fold       1  100     0     0     0     0     1     0     0     0     0     0     0
thousand-legged     1  100     0     0     0     0     1     0     0     0     0     0     0
thousandths         1  100     1     0     0     0     0     0     0     0     0     0     0
thout               1  100     0     1     0     0     0     0     0     0     0     0     0
thrash              1  100     0     1     0     0     0     0     0     0     0     0     0
threateningly       1  100     0     0     0     0     0     0     0     1     0     0     0
three-axis          1  100     0     0     0     0     1     0     0     0     0     0     0
three-bedroom       1  100     0     0     0     0     1     0     0     0     0     0     0
three-body          1  100     0     0     0     0     1     0     0     0     0     0     0
three-building      1  100     0     0     0     0     1     0     0     0     0     0     0
three-dice          1  100     0     0     0     0     1     0     0     0     0     0     0
three-dimentional     1  100     0     0     0     0     1     0     0     0     0     0     0
three-family        1  100     0     0     0     0     1     0     0     0     0     0     0
three-foot          1  100     0     0     0     0     1     0     0     0     0     0     0
three-front         1  100     0     0     0     0     1     0     0     0     0     0     0
three-hundred-foot     1  100     0     0     0     0     1     0     0     0     0     0     0
three-inch          1  100     0     0     0     0     1     0     0     0     0     0     0
three-inning        1  100     0     0     0     0     1     0     0     0     0     0     0
three-judge         1  100     0     0     0     0     1     0     0     0     0     0     0
three-masted        1  100     0     0     0     0     1     0     0     0     0     0     0
three-men-and-a-helper     1  100     0     0     0     0     1     0     0     0     0     0     0
three-night         1  100     0     0     0     0     1     0     0     0     0     0     0
three-panel         1  100     0     0     0     0     1     0     0     0     0     0     0
three-power         1  100     0     0     0     0     1     0     0     0     0     0     0
three-room          1  100     0     0     0     0     1     0     0     0     0     0     0
three-sectioned     1  100     0     0     0     0     1     0     0     0     0     0     0
three-story         1  100     0     0     0     0     1     0     0     0     0     0     0
three-week          1  100     0     0     0     0     1     0     0     0     0     0     0
three-wood          1  100     0     0     0     0     1     0     0     0     0     0     0
threes-fulfilled     1  100     1     0     0     0     0     0     0     0     0     0     0
threshed            1  100     0     1     0     0     0     0     0     0     0     0     0
threshhold          1  100     1     0     0     0     0     0     0     0     0     0     0
threshing           1  100     1     0     0     0     0     0     0     0     0     0     0
thrice              1  100     0     0     0     0     0     0     0     1     0     0     0
thrillers           1  100     1     0     0     0     0     0     0     0     0     0     0
thrive              1  100     0     1     0     0     0     0     0     0     0     0     0
thrives             1  100     0     1     0     0     0     0     0     0     0     0     0
throaty             1  100     0     0     0     0     1     0     0     0     0     0     0
thrombi             1  100     1     0     0     0     0     0     0     0     0     0     0
thrombosed          1  100     0     1     0     0     0     0     0     0     0     0     0
thrombosis          1  100     1     0     0     0     0     0     0     0     0     0     0
Throneberry's       1  100     1     0     0     0     0     0     0     0     0     0     0
thrones             1  100     1     0     0     0     0     0     0     0     0     0     0
throttled           1  100     0     1     0     0     0     0     0     0     0     0     0
throttling          1  100     0     1     0     0     0     0     0     0     0     0     0
throughput          1  100     1     0     0     0     0     0     0     0     0     0     0
throw-rug           1  100     1     0     0     0     0     0     0     0     0     0     0
thrumming           1  100     0     1     0     0     0     0     0     0     0     0     0
Thruston            1  100     1     0     0     0     0     0     0     0     0     0     0
thruway             1  100     1     0     0     0     0     0     0     0     0     0     0
thruways            1  100     0     0     0     0     0     0     0     1     0     0     0
thudding            1  100     0     1     0     0     0     0     0     0     0     0     0
thuds               1  100     1     0     0     0     0     0     0     0     0     0     0
thug                1  100     1     0     0     0     0     0     0     0     0     0     0
Thuggee             1  100     1     0     0     0     0     0     0     0     0     0     0
Thule               1  100     1     0     0     0     0     0     0     0     0     0     0
thum                1  100     0     0     0     0     0     1     0     0     0     0     0
thumb-sucking       1  100     1     0     0     0     0     0     0     0     0     0     0
thumbed             1  100     0     1     0     0     0     0     0     0     0     0     0
thumbing            1  100     0     1     0     0     0     0     0     0     0     0     0
thumbnail           1  100     1     0     0     0     0     0     0     0     0     0     0
thumped             1  100     0     1     0     0     0     0     0     0     0     0     0
thunder-purple      1  100     0     0     0     0     1     0     0     0     0     0     0
thunderclaps        1  100     1     0     0     0     0     0     0     0     0     0     0
thunk               1  100     1     0     0     0     0     0     0     0     0     0     0
Thurman             1  100     1     0     0     0     0     0     0     0     0     0     0
Thursday's          1  100     1     0     0     0     0     0     0     0     0     0     0
Thursday-night      1  100     0     0     0     0     1     0     0     0     0     0     0
Thutmose            1  100     1     0     0     0     0     0     0     0     0     0     0
thwack              1  100     1     0     0     0     0     0     0     0     0     0     0
thwarting           1  100     0     1     0     0     0     0     0     0     0     0     0
thwump              1  100     1     0     0     0     0     0     0     0     0     0     0
thynke              1  100     0     1     0     0     0     0     0     0     0     0     0
Thynnes             1  100     1     0     0     0     0     0     0     0     0     0     0
thyratron           1  100     1     0     0     0     0     0     0     0     0     0     0
thyroidal           1  100     0     0     0     0     1     0     0     0     0     0     0
thyroids            1  100     1     0     0     0     0     0     0     0     0     0     0
thyronine           1  100     1     0     0     0     0     0     0     0     0     0     0
thyrotoxic          1  100     0     0     0     0     1     0     0     0     0     0     0
thyrotrophic        1  100     0     0     0     0     1     0     0     0     0     0     0
thyrotrophin        1  100     1     0     0     0     0     0     0     0     0     0     0
thyroxine-binding     1  100     0     0     0     0     1     0     0     0     0     0     0
Ti                  1  100     1     0     0     0     0     0     0     0     0     0     0
tial                1  100     0     0     0     0     1     0     0     0     0     0     0
Tiao                1  100     1     0     0     0     0     0     0     0     0     0     0
Tibetan-like        1  100     0     0     0     0     1     0     0     0     0     0     0
tibialis            1  100     1     0     0     0     0     0     0     0     0     0     0
Tiburon             1  100     1     0     0     0     0     0     0     0     0     0     0
Tic-Tac-Toe         1  100     1     0     0     0     0     0     0     0     0     0     0
Ticker              1  100     1     0     0     0     0     0     0     0     0     0     0
ticking             1  100     0     1     0     0     0     0     0     0     0     0     0
ticklebrush         1  100     1     0     0     0     0     0     0     0     0     0     0
tidal               1  100     0     0     0     0     1     0     0     0     0     0     0
tidbit              1  100     1     0     0     0     0     0     0     0     0     0     0
tidelands           1  100     1     0     0     0     0     0     0     0     0     0     0
tidied              1  100     0     1     0     0     0     0     0     0     0     0     0
tidiness            1  100     1     0     0     0     0     0     0     0     0     0     0
tidy                1  100     0     0     0     0     1     0     0     0     0     0     0
tidying             1  100     0     1     0     0     0     0     0     0     0     0     0
tie-in              1  100     1     0     0     0     0     0     0     0     0     0     0
Tieck               1  100     1     0     0     0     0     0     0     0     0     0     0
Tieken              1  100     1     0     0     0     0     0     0     0     0     0     0
tiered              1  100     0     0     0     0     1     0     0     0     0     0     0
Tift                1  100     1     0     0     0     0     0     0     0     0     0     0
tiger's             1  100     1     0     0     0     0     0     0     0     0     0     0
Tigers              1  100     1     0     0     0     0     0     0     0     0     0     0
tight-turn          1  100     0     0     0     0     1     0     0     0     0     0     0
tighter             1  100     0     0     0     0     0     0     0     1     0     0     0
tightest-fitting     1  100     0     0     0     0     1     0     0     0     0     0     0
tigress             1  100     1     0     0     0     0     0     0     0     0     0     0
Tigris              1  100     1     0     0     0     0     0     0     0     0     0     0
Tijuana             1  100     1     0     0     0     0     0     0     0     0     0     0
Tikopia             1  100     1     0     0     0     0     0     0     0     0     0     0
tilled              1  100     0     0     0     0     1     0     0     0     0     0     0
tiller              1  100     1     0     0     0     0     0     0     0     0     0     0
Tillet              1  100     1     0     0     0     0     0     0     0     0     0     0
Tillich             1  100     1     0     0     0     0     0     0     0     0     0     0
Tillie's            1  100     1     0     0     0     0     0     0     0     0     0     0
tilling             1  100     0     1     0     0     0     0     0     0     0     0     0
tilt-top            1  100     0     0     0     0     1     0     0     0     0     0     0
tilth               1  100     1     0     0     0     0     0     0     0     0     0     0
Tim's               1  100     1     0     0     0     0     0     0     0     0     0     0
time-cast           1  100     0     0     0     0     1     0     0     0     0     0     0
time-consuming      1  100     0     0     0     0     1     0     0     0     0     0     0
time-delay          1  100     0     0     0     0     1     0     0     0     0     0     0
Time-Life           1  100     1     0     0     0     0     0     0     0     0     0     0
Time-Mynah          1  100     1     0     0     0     0     0     0     0     0     0     0
Time-Olivette       1  100     1     0     0     0     0     0     0     0     0     0     0
time-on-the-job     1  100     0     0     0     0     1     0     0     0     0     0     0
Timen               1  100     1     0     0     0     0     0     0     0     0     0     0
timepiece           1  100     1     0     0     0     0     0     0     0     0     0     0
timers              1  100     1     0     0     0     0     0     0     0     0     0     0
Times'              1  100     1     0     0     0     0     0     0     0     0     0     0
Times-Picayune      1  100     1     0     0     0     0     0     0     0     0     0     0
timetables          1  100     1     0     0     0     0     0     0     0     0     0     0
timeworn            1  100     0     0     0     0     1     0     0     0     0     0     0
timidity            1  100     1     0     0     0     0     0     0     0     0     0     0
timidly             1  100     0     0     0     0     0     0     0     1     0     0     0
Timmy               1  100     1     0     0     0     0     0     0     0     0     0     0
Timon               1  100     1     0     0     0     0     0     0     0     0     0     0
Tims                1  100     1     0     0     0     0     0     0     0     0     0     0
tincture            1  100     1     0     0     0     0     0     0     0     0     0     0
Tindal              1  100     1     0     0     0     0     0     0     0     0     0     0
tinder              1  100     1     0     0     0     0     0     0     0     0     0     0
tinkers             1  100     1     0     0     0     0     0     0     0     0     0     0
tinkled             1  100     0     1     0     0     0     0     0     0     0     0     0
tinning             1  100     0     1     0     0     0     0     0     0     0     0     0
tinplated           1  100     0     1     0     0     0     0     0     0     0     0     0
tint                1  100     1     0     0     0     0     0     0     0     0     0     0
tinted              1  100     0     1     0     0     0     0     0     0     0     0     0
Tintoretto          1  100     1     0     0     0     0     0     0     0     0     0     0
tints               1  100     1     0     0     0     0     0     0     0     0     0     0
tintype             1  100     1     0     0     0     0     0     0     0     0     0     0
tions               1  100     1     0     0     0     0     0     0     0     0     0     0
tip-toe             1  100     1     0     0     0     0     0     0     0     0     0     0
Tipoff              1  100     1     0     0     0     0     0     0     0     0     0     0
Tippecanoe          1  100     1     0     0     0     0     0     0     0     0     0     0
Tipperary           1  100     1     0     0     0     0     0     0     0     0     0     0
tipping             1  100     0     1     0     0     0     0     0     0     0     0     0
tipple              1  100     0     1     0     0     0     0     0     0     0     0     0
tirades             1  100     1     0     0     0     0     0     0     0     0     0     0
tiredness           1  100     1     0     0     0     0     0     0     0     0     0     0
tirelessly          1  100     0     0     0     0     0     0     0     1     0     0     0
Titans              1  100     1     0     0     0     0     0     0     0     0     0     0
Titche's            1  100     1     0     0     0     0     0     0     0     0     0     0
tithes              1  100     1     0     0     0     0     0     0     0     0     0     0
titian-haired       1  100     0     0     0     0     1     0     0     0     0     0     0
titillating         1  100     0     1     0     0     0     0     0     0     0     0     0
title-holder        1  100     1     0     0     0     0     0     0     0     0     0     0
titration           1  100     1     0     0     0     0     0     0     0     0     0     0
titter              1  100     0     1     0     0     0     0     0     0     0     0     0
titters             1  100     1     0     0     0     0     0     0     0     0     0     0
titular             1  100     0     0     0     0     1     0     0     0     0     0     0
Tiveden             1  100     1     0     0     0     0     0     0     0     0     0     0
Tizard              1  100     1     0     0     0     0     0     0     0     0     0     0
Tjokorda            1  100     1     0     0     0     0     0     0     0     0     0     0
tly                 1  100     0     0     0     0     0     0     0     1     0     0     0
to-and-fro          1  100     0     0     0     0     0     0     0     1     0     0     0
to-do               1  100     1     0     0     0     0     0     0     0     0     0     0
to-morrow           1  100     0     0     0     0     0     0     0     1     0     0     0
to-the-death        1  100     1     0     0     0     0     0     0     0     0     0     0
toadies             1  100     1     0     0     0     0     0     0     0     0     0     0
toadyism            1  100     1     0     0     0     0     0     0     0     0     0     0
toasted-nut         1  100     1     0     0     0     0     0     0     0     0     0     0
tobacco-juice       1  100     1     0     0     0     0     0     0     0     0     0     0
Toccata             1  100     1     0     0     0     0     0     0     0     0     0     0
Toch                1  100     1     0     0     0     0     0     0     0     0     0     0
toddlers            1  100     1     0     0     0     0     0     0     0     0     0     0
tode                1  100     0     1     0     0     0     0     0     0     0     0     0
Todman's            1  100     1     0     0     0     0     0     0     0     0     0     0
toe-tips            1  100     1     0     0     0     0     0     0     0     0     0     0
toffee              1  100     1     0     0     0     0     0     0     0     0     0     0
Toffenetti's        1  100     1     0     0     0     0     0     0     0     0     0     0
tofu                1  100     1     0     0     0     0     0     0     0     0     0     0
togetherness        1  100     1     0     0     0     0     0     0     0     0     0     0
togs                1  100     1     0     0     0     0     0     0     0     0     0     0
toil                1  100     1     0     0     0     0     0     0     0     0     0     0
toiled              1  100     0     1     0     0     0     0     0     0     0     0     0
toilsome            1  100     0     0     0     0     1     0     0     0     0     0     0
Tojos               1  100     1     0     0     0     0     0     0     0     0     0     0
tokenish            1  100     0     0     0     0     1     0     0     0     0     0     0
Toland              1  100     1     0     0     0     0     0     0     0     0     0     0
Tolek               1  100     1     0     0     0     0     0     0     0     0     0     0
tolerating          1  100     0     1     0     0     0     0     0     0     0     0     0
toleration          1  100     1     0     0     0     0     0     0     0     0     0     0
toll-rate           1  100     0     0     0     0     1     0     0     0     0     0     0
tolled              1  100     0     1     0     0     0     0     0     0     0     0     0
tollgate            1  100     1     0     0     0     0     0     0     0     0     0     0
tollhouse           1  100     1     0     0     0     0     0     0     0     0     0     0
Tolstoy             1  100     1     0     0     0     0     0     0     0     0     0     0
Tolstoy's           1  100     1     0     0     0     0     0     0     0     0     0     0
Tolubeyev           1  100     1     0     0     0     0     0     0     0     0     0     0
tolylene            1  100     1     0     0     0     0     0     0     0     0     0     0
tomato-red          1  100     1     0     0     0     0     0     0     0     0     0     0
tombstones          1  100     1     0     0     0     0     0     0     0     0     0     0
tomes               1  100     1     0     0     0     0     0     0     0     0     0     0
Tomkins             1  100     1     0     0     0     0     0     0     0     0     0     0
Tommie              1  100     1     0     0     0     0     0     0     0     0     0     0
Tommy's             1  100     1     0     0     0     0     0     0     0     0     0     0
Tomonggong          1  100     1     0     0     0     0     0     0     0     0     0     0
ton-mile            1  100     0     0     0     0     1     0     0     0     0     0     0
tonalities          1  100     1     0     0     0     0     0     0     0     0     0     0
tonally             1  100     0     0     0     0     0     0     0     1     0     0     0
toneless            1  100     0     0     0     0     1     0     0     0     0     0     0
Tong                1  100     1     0     0     0     0     0     0     0     0     0     0
tongs               1  100     1     0     0     0     0     0     0     0     0     0     0
tongue-thrusting     1  100     1     0     0     0     0     0     0     0     0     0     0
tongue-tied         1  100     0     0     0     0     1     0     0     0     0     0     0
tongue-twister      1  100     1     0     0     0     0     0     0     0     0     0     0
tongued             1  100     0     1     0     0     0     0     0     0     0     0     0
Toni                1  100     1     0     0     0     0     0     0     0     0     0     0
tonic               1  100     1     0     0     0     0     0     0     0     0     0     0
Tonio               1  100     1     0     0     0     0     0     0     0     0     0     0
too-expensive       1  100     0     0     0     0     1     0     0     0     0     0     0
too-hearty          1  100     0     0     0     0     1     0     0     0     0     0     0
too-naked           1  100     0     0     0     0     1     0     0     0     0     0     0
too-shiny           1  100     0     0     0     0     1     0     0     0     0     0     0
too-simple-to-be-true     1  100     0     0     0     0     1     0     0     0     0     0     0
tool-kit            1  100     1     0     0     0     0     0     0     0     0     0     0
toolmaker           1  100     1     0     0     0     0     0     0     0     0     0     0
Toomey              1  100     1     0     0     0     0     0     0     0     0     0     0
Toonker             1  100     1     0     0     0     0     0     0     0     0     0     0
Toot-toot           1  100     0     0     0     0     0     0     0     0     0     0     1
Tooth-hurty         1  100     1     0     0     0     0     0     0     0     0     0     0
tooth-paste         1  100     1     0     0     0     0     0     0     0     0     0     0
tooth-straightening     1  100     1     0     0     0     0     0     0     0     0     0     0
toothpaste          1  100     1     0     0     0     0     0     0     0     0     0     0
tootley-toot-tootled     1  100     0     1     0     0     0     0     0     0     0     0     0
Tootsie             1  100     1     0     0     0     0     0     0     0     0     0     0
top-heavy           1  100     0     0     0     0     1     0     0     0     0     0     0
top-notch           1  100     0     0     0     0     1     0     0     0     0     0     0
top-priority        1  100     0     0     0     0     1     0     0     0     0     0     0
top-ranking         1  100     0     0     0     0     1     0     0     0     0     0     0
topcoats            1  100     1     0     0     0     0     0     0     0     0     0     0
Topeka              1  100     1     0     0     0     0     0     0     0     0     0     0
Topkapi             1  100     1     0     0     0     0     0     0     0     0     0     0
topmost             1  100     0     0     0     0     1     0     0     0     0     0     0
topnotch            1  100     0     0     0     0     1     0     0     0     0     0     0
topographic         1  100     0     0     0     0     1     0     0     0     0     0     0
Toppers             1  100     1     0     0     0     0     0     0     0     0     0     0
toppings            1  100     1     0     0     0     0     0     0     0     0     0     0
topple              1  100     0     1     0     0     0     0     0     0     0     0     0
topsoil             1  100     1     0     0     0     0     0     0     0     0     0     0
topsy-turvy         1  100     0     0     0     0     1     0     0     0     0     0     0
Torah               1  100     1     0     0     0     0     0     0     0     0     0     0
tormenters          1  100     1     0     0     0     0     0     0     0     0     0     0
tornado             1  100     1     0     0     0     0     0     0     0     0     0     0
tornadoes           1  100     1     0     0     0     0     0     0     0     0     0     0
torpedo             1  100     1     0     0     0     0     0     0     0     0     0     0
torpedoes           1  100     1     0     0     0     0     0     0     0     0     0     0
Torpetius           1  100     1     0     0     0     0     0     0     0     0     0     0
torpid              1  100     0     0     0     0     1     0     0     0     0     0     0
Torquato            1  100     1     0     0     0     0     0     0     0     0     0     0
Torquemada          1  100     1     0     0     0     0     0     0     0     0     0     0
Torrid-Adios        1  100     1     0     0     0     0     0     0     0     0     0     0
Torrid-Breeze       1  100     1     0     0     0     0     0     0     0     0     0     0
Torrid-Mighty       1  100     1     0     0     0     0     0     0     0     0     0     0
torsion             1  100     1     0     0     0     0     0     0     0     0     0     0
torso-defining      1  100     0     0     0     0     1     0     0     0     0     0     0
Tortoises           1  100     1     0     0     0     0     0     0     0     0     0     0
Tosca               1  100     1     0     0     0     0     0     0     0     0     0     0
Toscanini's         1  100     1     0     0     0     0     0     0     0     0     0     0
totalistic          1  100     0     0     0     0     1     0     0     0     0     0     0
tote                1  100     0     1     0     0     0     0     0     0     0     0     0
totemic             1  100     0     0     0     0     1     0     0     0     0     0     0
totted              1  100     0     1     0     0     0     0     0     0     0     0     0
tottering           1  100     0     0     0     0     1     0     0     0     0     0     0
touchdowns          1  100     1     0     0     0     0     0     0     0     0     0     0
touchstone          1  100     1     0     0     0     0     0     0     0     0     0     0
touchstones         1  100     1     0     0     0     0     0     0     0     0     0     0
touchy              1  100     0     0     0     0     1     0     0     0     0     0     0
Tougas              1  100     1     0     0     0     0     0     0     0     0     0     0
tough-looking       1  100     0     0     0     0     1     0     0     0     0     0     0
Toulouse            1  100     1     0     0     0     0     0     0     0     0     0     0
Toulouse-Lautrec     1  100     1     0     0     0     0     0     0     0     0     0     0
tourists'           1  100     1     0     0     0     0     0     0     0     0     0     0
tow                 1  100     1     0     0     0     0     0     0     0     0     0     0
towardes            1  100     0     0     0     1     0     0     0     0     0     0     0
towboats            1  100     1     0     0     0     0     0     0     0     0     0     0
towed               1  100     0     1     0     0     0     0     0     0     0     0     0
toweling            1  100     1     0     0     0     0     0     0     0     0     0     0
Tower's             1  100     1     0     0     0     0     0     0     0     0     0     0
Townley             1  100     1     0     0     0     0     0     0     0     0     0     0
Townsend            1  100     1     0     0     0     0     0     0     0     0     0     0
townships           1  100     1     0     0     0     0     0     0     0     0     0     0
townsman            1  100     1     0     0     0     0     0     0     0     0     0     0
toxin               1  100     1     0     0     0     0     0     0     0     0     0     0
Toying              1  100     0     1     0     0     0     0     0     0     0     0     0
TR.'s               1  100     1     0     0     0     0     0     0     0     0     0     0
Trabb               1  100     1     0     0     0     0     0     0     0     0     0     0
tracings            1  100     1     0     0     0     0     0     0     0     0     0     0
track-signal        1  100     0     0     0     0     1     0     0     0     0     0     0
Trackdown           1  100     1     0     0     0     0     0     0     0     0     0     0
trackless           1  100     0     0     0     0     1     0     0     0     0     0     0
Tractarians         1  100     1     0     0     0     0     0     0     0     0     0     0
tractor-trailer     1  100     1     0     0     0     0     0     0     0     0     0     0
trade-mark          1  100     1     0     0     0     0     0     0     0     0     0     0
trade-preparatory     1  100     1     0     0     0     0     0     0     0     0     0     0
trademarks          1  100     1     0     0     0     0     0     0     0     0     0     0
traders'            1  100     1     0     0     0     0     0     0     0     0     0     0
tradesmen           1  100     1     0     0     0     0     0     0     0     0     0     0
tradition-minded     1  100     0     0     0     0     1     0     0     0     0     0     0
traditionalistic     1  100     0     0     0     0     1     0     0     0     0     0     0
Traditionalists     1  100     1     0     0     0     0     0     0     0     0     0     0
traditionalized     1  100     0     1     0     0     0     0     0     0     0     0     0
trafficked          1  100     0     1     0     0     0     0     0     0     0     0     0
Trafton's           1  100     1     0     0     0     0     0     0     0     0     0     0
tragi-comic         1  100     0     0     0     0     1     0     0     0     0     0     0
tragically          1  100     0     0     0     0     0     0     0     1     0     0     0
tragicomic          1  100     1     0     0     0     0     0     0     0     0     0     0
trail-worn          1  100     0     0     0     0     1     0     0     0     0     0     0
traineeships        1  100     1     0     0     0     0     0     0     0     0     0     0
trainman            1  100     1     0     0     0     0     0     0     0     0     0     0
traipsing           1  100     0     1     0     0     0     0     0     0     0     0     0
traitorous          1  100     0     0     0     0     1     0     0     0     0     0     0
trammel             1  100     0     1     0     0     0     0     0     0     0     0     0
tramp               1  100     0     0     0     0     1     0     0     0     0     0     0
trampled            1  100     0     1     0     0     0     0     0     0     0     0     0
trampling           1  100     1     0     0     0     0     0     0     0     0     0     0
tramway             1  100     1     0     0     0     0     0     0     0     0     0     0
tranquilizer        1  100     1     0     0     0     0     0     0     0     0     0     0
tranquillity        1  100     1     0     0     0     0     0     0     0     0     0     0
trans-Atlantic      1  100     0     0     0     0     1     0     0     0     0     0     0
trans-illumination     1  100     1     0     0     0     0     0     0     0     0     0     0
trans-lingually     1  100     0     0     0     0     0     0     0     1     0     0     0
trans-political     1  100     0     0     0     0     1     0     0     0     0     0     0
transaminase        1  100     1     0     0     0     0     0     0     0     0     0     0
